Date,Game Mode,Match Mode,Turns,Duration,Victory Type,Local Outcome,Plains,Forests,Dungeons,Mountains,Settlements,Swamps,StoneCircles,P1 Steam ID,P1 Init Type,P1 End Type,P1 Hero,P1 Hero Skin,P1 Dice Skin,P1 Amulet,P1 Ring,P1 Fight,P1 Health,P1 Body,P1 Wits,P1 Spirit,P1 Gold,P1 Magic,P1 Prestige,P1 Rot,P2 Steam ID,P2 Init Type,P2 End Type,P2 Hero,P2 Hero Skin,P2 Dice Skin,P2 Amulet,P2 Ring,P2 Fight,P2 Health,P2 Body,P2 Wits,P2 Spirit,P2 Gold,P2 Magic,P2 Prestige,P2 Rot,P3 Steam ID,P3 Init Type,P3 End Type,P3 Hero,P3 Hero Skin,P3 Dice Skin,P3 Amulet,P3 Ring,P3 Fight,P3 Health,P3 Body,P3 Wits,P3 Spirit,P3 Gold,P3 Magic,P3 Prestige,P3 Rot,P4 Steam ID,P4 Init Type,P4 End Type,P4 Hero,P4 Hero Skin,P4 Dice Skin,P4 Amulet,P4 Ring,P4 Fight,P4 Health,P4 Body,P4 Wits,P4 Spirit,P4 Gold,P4 Magic,P4 Prestige,P4 Rot
2020-03-20 21:29:17,FuryFriday,Public,12.25,57.36,DefeatKing,Lost,19,14,7,6,5,5,4,8D5CBB80B1C17959,Remote,Remote,Brun,Warlord,Evergreen Dice,Feel,Jade,5 4 4 4 6 6 5 5 7 4 6 5 6,6 6 6 3 3 3 2 3 3 7 7 6 5,6 6 6 6 6 6 6 6 7 7 7 6 8,3 3 4 3 5 4 5 4 5 5 6 5 5,4 6 6 7 6 7 5 7 6 7 6 7 6,5 5 0 0 1 1 2 2 3 3 1 3 2,3 4 7 7 0 4 2 9 5 7 4 4 0,0 1 1 1 2 2 2 3 5 5 6 7 0,0 0 0 0 0 0 0 0 0 0 0 0 0,01599D9DB208B11A,Local,Local,Amber,Far Seeker,Evergreen Dice,Scratch,Diamond,4 5 5 5 5 5 5 5 5 6 6 6 6,5 5 5 5 5 6 6 2 3 3 2 6 6,5 5 5 5 5 6 6 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 6 4 4 4,4 4 4 5 5 5 5 5 5 5 5 5 5,8 5 6 0 2 2 5 1 3 3 0 0 1,4 4 1 1 0 2 2 5 3 1 1 5 5,0 2 1 1 1 2 2 2 3 6 6 4 4,0 0 0 0 0 0 0 0 0 0 0 0 0,BE93B28548517F74,Remote,Remote,Agniya,Classic,Winterfall Dice,Intimidate,Sulfur,4 5 5 5 5 5 5 5 5 6 6 6 6,6 6 6 6 5 5 6 6 6 6 6 6 6,6 6 6 6 6 6 6 6 6 6 6 6 6,3 3 3 3 3 3 4 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 4 4,3 3 5 1 0 0 1 1 2 2 1 1 3,0 3 4 3 2 3 1 1 1 3 3 3 3,0 1 2 2 2 2 2 3 4 5 5 6 6,0 1 1 2 3 3 3 4 4 4 4 4 4,9E080748F28E9EC6,Remote,Remote,Horace,Classic,Morning Star Dice,Think,Celestite,5 5 5 5 6 6 6 6 6 6 6 6 6,6 6 6 8 6 6 5 7 6 2 7 3 3,6 6 6 8 6 6 6 7 7 7 7 7 7,4 5 5 5 5 5 5 5 5 6 6 6 6,2 2 2 3 3 3 3 3 3 3 3 3 3,4 4 3 2 2 2 4 0 3 0 0 0 1,2 2 0 2 2 3 0 1 0 2 1 3 5,0 0 0 0 2 1 2 3 4 7 6 8 7,0 0 0 0 0 1 3 4 5 6 7 10 10
2020-03-18 21:56:15,ClassicMultiplayer,Public,11.25,77.47,DefeatKing,Won,16,15,7,7,5,6,4,,Remote,AI,Sargon,Veil Lord,Heart's Fire Dice,Soak,Turquoise,3 3 3 3 3 3 3 3 3 3 3 3 3 3,5 5 5 0 0 0 0 0 0 6 3 4 6 6,5 5 5 5 5 6 6 6 6 6 6 6 6 6,5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 5 5 5 5 5 5 5 5 5 5 5 5 5,5 3 3 2 5 5 9 8 13 13 17 16 17 17,1 6 1 7 7 7 1 5 5 5 5 5 2 5,0 2 3 4 4 5 5 5 5 3 3 1 0 0,0 0 0 0 0 0 3 1 4 4 4 4 4 4,7E0A484CA3A78A7F,Remote,Remote,Twiss,Classic,Bandit Clan Dice,Dig,Black Opal,3 3 3 3 3 3 3 4 4 4 4 4 4 4,4 2 1 4 4 4 3 2 4 2 2 3 5 5,4 4 4 4 4 4 4 4 4 5 5 5 5 5,5 6 6 6 6 7 7 7 7 7 7 7 7 7,4 4 6 4 4 4 4 4 5 5 5 5 5 5,1 1 1 4 5 4 3 7 12 18 19 10 10 10,4 4 0 2 5 4 1 4 4 6 2 2 2 5,0 0 1 1 1 1 2 4 4 5 5 9 8 8,0 0 0 1 1 1 1 1 1 0 0 0 0 0,64A2E681885EE37F,Remote,Remote,River,Classic,Classic Dice,Scratch,Moonstone,5 5 5 5 5 5 6 6 6 6 6 6 6 6,5 5 5 4 5 5 5 5 4 5 4 4 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 4 4 5 5 5 5 5 5 5 5 5 6 6,3 3 3 3 3 3 3 3 3 3 3 3 3 3,1 4 3 0 0 0 1 1 2 0 3 3 2 2,3 3 3 1 1 0 4 7 4 3 3 3 0 3,0 0 1 2 2 2 4 7 8 9 10 7 9 9,0 0 0 0 0 0 0 0 0 0 0 0 0 0,01599D9DB208B11A,Local,Local,Agniya,Classic,Bloodstone Fire Dice,Scratch,Firestone,5 6 6 6 6 6 6 6 6 6 6 7 8 8,6 6 6 5 5 3 6 7 4 5 5 5 1 5,6 6 6 6 6 6 6 7 7 7 7 7 7 7,3 3 3 4 4 4 4 4 4 4 4 4 3 3,3 3 3 3 3 3 3 3 3 3 3 3 3 3,3 3 3 1 4 4 7 6 16 14 16 14 23 24,3 3 3 2 2 1 1 7 0 2 2 3 3 3,0 1 1 1 1 4 4 5 8 8 8 8 14 0,0 0 0 0 0 0 0 0 1 1 1 1 1 1
2020-03-13 21:37:11,FuryFriday,Public,14,69.99,Prestige,Lost,21,13,8,4,4,6,4,EB940C89B5EC6AF6,Remote,Remote,Fang,Classic,Poison Envy Dice,Intimidate,Rubellite,6 10 10 10 7 7 7 7 7 7 7 7 10 7 7,4 3 3 3 5 5 5 5 6 5 5 5 2 5 5,5 5 5 5 5 5 5 5 7 5 5 5 5 5 5,3 3 3 3 4 4 4 4 4 4 4 4 4 4 4,2 2 2 2 2 2 2 2 3 3 3 3 3 3 3,3 2 1 2 4 1 1 1 0 3 4 4 0 0 0,2 2 0 2 0 0 0 2 1 3 1 5 5 3 3,0 1 0 0 3 4 2 3 3 2 1 1 1 0 0,1 3 3 3 3 3 3 3 4 5 5 5 6 6 6,7F4E20EE71887FA6,Remote,Remote,Thane,Classic,Boulder's Might Dice,Scratch,Onyx,6 7 7 7 7 7 7 7 7 7 7 7 7 7 7,4 2 5 5 2 5 4 5 4 5 4 4 5 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,7 3 8 8 11 9 15 22 19 19 27 27 31 33 33,3 7 2 4 1 3 0 3 3 3 5 7 7 3 3,0 1 1 2 3 2 2 5 4 5 9 9 9 9 9,0 0 1 1 1 1 1 3 4 5 5 6 6 7 7,6328F9870BDA0822,Remote,Remote,Amber,Classic,Classic Dice,Soak,Pink Topaz,3 4 4 4 4 4 4 4 4 4 4 4 4 5 5,6 4 6 6 6 5 2 6 6 4 2 5 5 5 5,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 5 5 5 5 5,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,5 4 4 4 7 6 7 7 12 6 11 9 14 16 16,1 0 0 4 4 2 2 0 0 1 1 2 0 0 0,0 1 0 0 0 0 0 0 0 2 3 2 4 7 7,0 0 0 0 0 0 0 0 1 1 5 5 7 9 9,01599D9DB208B11A,Local,Local,Agniya,Classic,Abbot's Eye Dice,Scratch,Firestone,5 5 5 5 6 6 6 6 6 6 6 7 7 7 7,6 6 6 6 6 6 8 6 4 4 6 6 6 6 6,6 6 6 6 6 6 8 6 7 7 7 7 7 7 7,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,5 2 3 3 4 7 4 4 6 3 2 4 6 3 3,3 3 1 4 3 3 5 3 2 3 3 1 1 7 7,0 0 1 1 1 1 1 1 3 4 3 6 7 7 7,1 2 2 2 2 2 2 2 3 3 3 3 3 3 3
2020-03-13 18:19:28,FuryFriday,Public,11.5,44.58,DefeatKing,Won,17,14,5,7,5,6,6,C7202E704438FF9D,Remote,Remote,Brun,Classic,Evergreen Dice,Think,Jade,4 4 4 4 4 4 5 5 5 5 5 6,6 6 6 6 6 4 2 6 6 6 4 4,6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 4 4 4 4 5 5 5 5,3 4 4 4 4 4 4 4 4 4 4 4,5 3 3 3 1 1 1 1 3 3 1 0,3 1 1 1 1 1 1 4 1 0 0 1,0 0 1 1 1 1 4 3 4 4 4 4,0 0 0 0 0 0 0 0 0 0 0 0,1448AD1386BA5E8A,Remote,Remote,Magna,Classic,Winter Dice,Think,Celestite,5 6 6 6 6 6 6 6 7 7 7 7,6 6 5 6 6 6 6 6 4 6 5 5,6 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 4 4 5 5 5 5 5 5,2 2 2 2 2 2 2 2 2 2 2 2,6 2 4 1 2 2 0 1 0 1 2 1,2 2 2 2 1 2 2 2 0 3 3 2,0 1 2 2 2 2 2 2 3 3 3 3,0 1 1 1 1 1 1 1 1 1 1 1,01599D9DB208B11A,Local,Local,Elyssia,Classic,Blood Dice,Sprint,Spinel,3 3 3 4 4 4 4 4 5 5 5 5,5 5 5 5 4 4 4 2 6 6 6 5,5 5 5 5 5 6 6 6 6 6 6 6,5 5 5 5 5 5 5 5 5 5 5 5,3 4 4 4 4 4 4 4 4 4 4 4,6 6 7 7 9 7 9 9 6 9 5 5,3 3 3 4 4 3 0 1 1 4 3 4,0 1 1 2 3 4 6 6 7 7 8 0,0 0 0 0 0 0 0 0 0 0 0 0,EBBAF1588E14D72C,Remote,Remote,Sylas,Classic,Wickedweave Dice,Resist,Serendibite,5 6 6 6 6 6 6 6 6 6 6 6,5 5 5 5 5 5 4 5 3 5 5 5,5 5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3 3,3 3 3 3 4 4 3 3 3 3 3 3,2 2 2 2 0 0 2 1 0 1 0 0,3 3 3 3 3 4 4 1 1 0 0 1,0 1 0 0 0 1 1 1 1 1 1 3,0 0 0 1 1 1 1 2 2 2 3 3
2020-03-07 08:48:19,FuryFriday,Public,10.75,40.96,DefeatKing,Lost,19,14,4,6,6,5,6,8E1C6C2DE5F8999B,Remote,Remote,Hargrave,Classic,Sunken Heart Dice,Resist,Spinel,5 5 5 5 5 5 5 5 5 5 5,5 4 4 4 2 5 5 5 4 4 3,5 5 5 5 7 5 5 5 5 5 5,4 4 4 4 5 5 5 5 5 5 5,2 5 3 3 3 3 3 3 3 3 3,6 6 10 6 6 6 6 0 1 1 2,2 0 0 2 0 0 0 0 0 0 0,0 1 3 3 4 1 1 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,7182322A7BAC5CB0,Remote,Remote,Amber,Far Seeker,Heart's Fire Dice,Scratch,Emerald,4 4 5 5 5 5 5 5 6 6 6,5 5 4 4 5 6 6 4 3 3 3,5 5 5 5 5 6 6 6 6 6 6,4 4 4 4 5 5 5 5 5 5 5,4 4 4 4 4 4 4 4 4 4 4,4 4 7 4 1 2 2 2 5 7 7,3 8 4 4 1 1 1 2 0 0 0,0 0 1 1 2 3 3 4 6 6 6,0 1 1 1 1 1 1 1 1 1 1,5B8D85BD4566A038,Remote,Remote,Fang,Classic,Strange Dice,Scratch,Rubellite,7 11 8 8 8 11 11 8 8 8 8,4 2 5 4 4 2 1 5 5 5 4,5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3,2 2 2 2 2 2 2 2 2 2 2,2 0 2 0 1 2 4 6 6 6 1,2 2 0 3 4 2 2 2 6 2 2,0 1 0 0 0 3 3 4 3 3 3,1 1 1 3 3 3 4 5 5 5 5,01599D9DB208B11A,Local,Local,Horace,Classic,Star Teller Dice,Feel,Celestite,5 5 6 6 6 6 6 6 7 7 7,5 6 2 6 6 7 6 5 1 3 5,6 6 6 6 6 7 7 7 7 7 8,3 3 3 3 3 3 3 3 3 3 3,3 3 3 3 3 3 3 3 3 3 3,2 2 3 1 3 3 4 0 6 5 2,3 0 0 2 2 3 3 3 0 0 0,0 0 2 2 2 3 3 6 9 9 10,0 0 0 0 0 0 0 0 0 0 0
2020-03-06 21:11:12,FuryFriday,Public,11.5,46.79,Prestige,Lost,18,14,5,6,6,6,5,,Remote,AI,River,Wildlands,Secret Fortune Dice,Feel,Celestite,5 5 5 5 5 5 5 5 5 7 5 5 5 5 5,5 5 5 5 5 5 5 5 5 4 5 5 3 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5 5,3 4 4 4 4 4 4 4 4 3 4 4 4 4 4,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,3 2 3 3 1 1 2 2 1 1 2 2 3 1 1,3 4 0 4 2 4 6 4 2 2 0 4 6 4 4,0 4 5 5 3 3 3 3 3 3 3 3 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5806909796F793AD,Remote,Remote,Magna,Shieldfury,Houndsclaw Dice,Think,Celestite,5 6 6 6 7 6 7 6 6 8 7 7 7 9 9,6 5 5 5 3 3 3 6 6 5 5 5 8 6 6,6 6 7 6 6 6 6 6 6 6 6 7 8 6 6,4 4 4 5 5 6 5 6 5 5 6 5 6 4 4,2 3 2 3 2 2 2 2 3 2 2 2 3 4 4,0 0 0 0 1 0 3 0 4 2 7 7 2 1 1,2 2 2 2 2 2 1 2 2 1 1 2 0 1 1,0 1 1 2 2 2 2 2 4 5 6 9 12 13 13,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,1D0F8B5395268B8B,Remote,Remote,Sana,Classic,Evergreen Dice,Think,Amethyst,2 2 3 2 2 2 2 2 2 2 2 2 2 2 2,6 2 4 6 6 6 6 6 5 5 2 7 7 7 7,6 6 6 6 6 6 6 6 6 6 7 7 7 7 7,4 5 4 5 5 5 5 5 6 6 6 6 6 6 6,5 5 5 5 6 6 8 6 6 6 6 6 6 6 6,0 0 2 2 2 1 7 7 1 1 5 1 1 8 8,5 2 0 5 0 4 1 1 2 0 0 2 0 0 0,0 1 0 0 1 1 1 2 5 5 7 6 6 14 14,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,01599D9DB208B11A,Local,Local,Agniya,Classic,Amber Swirl Dice,Scratch,Firestone,5 5 5 5 5 5 5 5 6 6 6 6 6 6 6,6 4 5 5 2 3 6 6 6 6 6 4 4 7 7,6 6 6 6 6 6 6 6 6 6 7 7 7 7 7,3 3 3 3 4 4 4 4 4 4 4 4 4 4 4,5 3 3 3 3 3 3 3 3 3 3 3 3 3 3,4 4 3 3 5 5 4 8 7 9 11 9 12 14 14,0 2 1 3 0 3 3 3 0 3 3 3 3 3 3,0 1 0 0 1 1 0 0 1 1 3 4 5 4 4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2020-03-04 21:54:54,StrangerGames,Public,12.25,60.51,BanishKing,Lost,20,18,4,4,4,6,4,8E7AC645C2D7343B,Remote,Remote,Fang,Classic,Rotlock Dice,Spoil,Chrysocolla,6 6 6 6 7 7 7 9 7 7 7 9 9,4 4 4 7 5 5 6 5 5 5 4 3 2,5 5 5 7 5 5 7 5 5 5 5 5 5,3 4 4 4 4 4 4 4 5 5 5 4 4,2 2 2 2 2 2 2 2 2 2 2 2 2,4 1 1 1 0 0 1 0 2 2 0 0 2,0 2 2 0 0 2 0 0 3 0 0 0 0,0 1 1 1 4 4 4 5 4 4 5 5 5,3 3 3 3 4 6 6 6 8 10 10 10 10,7AC15C1E8462E027,Remote,Remote,Ghor,Classic,Boulder's Might Dice,Feel,Taaffeite,3 3 6 4 4 4 4 5 5 5 5 5 5,6 6 4 5 6 6 7 7 7 7 7 7 6,6 6 6 6 6 7 7 7 7 7 8 8 8,3 3 2 3 3 3 3 3 3 3 3 3 3,5 5 6 5 5 6 5 7 5 5 5 5 5,4 2 7 6 7 5 7 7 10 10 10 7 11,5 5 4 6 5 5 5 0 0 0 0 1 1,0 0 1 1 0 1 1 1 1 1 2 3 3,0 0 0 0 0 0 0 0 1 1 1 1 1,01599D9DB208B11A,Local,Local,Oxana,Classic,Dew Dice,Feel,Sulfur,5 5 5 5 6 6 6 6 6 6 6 6 6,5 5 4 2 3 5 6 3 4 1 7 5 5,5 5 6 6 6 6 7 7 7 7 7 7 7,4 5 5 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3 3 3,8 9 2 2 3 3 4 1 3 3 0 0 1,1 0 0 3 1 3 5 7 1 2 2 3 3,0 1 3 4 5 6 7 8 9 10 9 9 9,0 0 0 1 1 1 1 1 2 3 3 3 3,BC63B29832E9AEF5,Remote,Remote,Amber,Classic,Mirky Fog Dice,Dig,Diamond,3 3 3 3 3 3 3 3 3 3 3 3 3,5 5 3 3 2 2 3 7 7 7 7 5 5,5 5 5 5 6 6 6 7 7 7 7 7 7,4 4 4 4 4 5 5 5 5 5 5 5 5,4 4 4 4 4 4 4 4 4 4 4 4 4,9 9 11 9 10 5 5 5 2 7 4 4 5,4 1 1 4 4 4 4 6 6 0 0 4 4,0 0 0 0 1 3 3 3 3 2 2 2 2,0 0 0 0 0 0 0 0 1 0 0 0 0
2020-03-04 20:50:34,StrangerGames,Public,10.25,41.83,BanishKing,Won,16,20,4,6,4,6,4,8E7AC645C2D7343B,Remote,Remote,Zosha,Night Sister,Gallows' Eve Dice,Soak,Ruby,6 6 6 6 6 6 6 6 6 6 6 6,5 5 3 3 5 5 3 2 1 2 6 6,5 5 5 5 5 5 6 6 6 6 6 6,4 4 5 5 5 5 5 5 5 5 5 5,3 3 3 3 3 3 3 3 3 3 3 3,7 0 3 3 3 3 0 0 2 2 0 0,0 3 0 3 1 3 3 3 0 3 2 3,1 2 3 3 3 4 5 5 5 5 1 1,1 1 1 1 1 1 1 1 1 1 1 1,01599D9DB208B11A,Local,Local,Scarlet,Classic,Houndsclaw Dice,Think,Black Opal,4 5 5 5 5 5 6 6 6 6 7 7,5 5 5 6 6 2 1 2 6 6 6 6,5 5 7 6 6 6 6 6 6 6 6 6,5 5 5 5 5 5 5 5 5 5 4 4,3 4 4 4 4 4 4 4 3 3 3 3,7 4 5 5 7 7 7 6 5 5 4 4,3 2 2 0 1 4 3 0 2 3 3 1,0 3 3 4 3 2 3 3 2 2 0 0,0 0 0 0 0 0 0 0 0 0 0 0,FA2B393021F1F5C8,Remote,Remote,Barnaby,Classic,Trusty Dice,Scratch,Emerald,5 5 6 6 6 6 6 6 6 8 6 6,6 6 6 6 6 6 5 5 7 6 5 5,6 6 6 6 6 6 6 6 7 7 7 7,4 4 4 4 4 4 4 4 4 3 4 4,2 2 2 2 3 3 3 3 3 3 3 3,6 0 0 0 2 0 1 1 2 2 0 0,2 2 2 2 2 9 7 3 3 1 1 1,1 1 2 2 3 3 3 3 4 4 2 2,0 0 0 0 2 2 2 3 3 3 3 2,,Remote,AI,Nazar,Classic,Wickedweave Dice,Think,Sulfur,4 4 4 4 4 4 4 5 5 5 5 5,4 4 4 4 4 2 2 3 3 4 3 3,4 4 4 4 4 4 4 4 4 4 4 4,5 6 6 6 6 6 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 4 4,8 6 7 7 2 1 4 4 6 4 7 7,4 2 6 4 4 4 2 4 4 1 1 4,0 1 1 1 0 0 0 1 1 0 0 0,0 1 1 1 1 0 1 1 1 2 3 3
2020-03-04 19:06:07,StrangerGames,Public,13.25,61.3,Prestige,Lost,24,16,4,4,4,4,4,95CD4EC691D020D8,Remote,Remote,Thane,Classic,Morning Star Dice,Think,Celestite,5 5 5 5 5 5 5 5 5 5 5 5 5 5,5 3 3 3 5 5 5 4 6 5 5 6 5 5,5 5 5 5 5 5 5 5 6 6 6 6 6 6,4 4 5 5 5 5 5 5 5 7 5 5 5 5,3 3 4 4 4 4 5 5 5 5 4 4 4 4,0 0 0 0 2 4 6 6 7 7 5 1 4 4,3 1 1 1 1 3 3 3 6 1 1 4 0 4,0 1 2 2 3 4 6 7 10 11 13 13 16 16,0 0 0 0 0 0 0 0 0 0 0 0 0 0,01599D9DB208B11A,Local,Local,Magna,Classic,Scorched Fury Dice,Think,Celestite,5 5 5 5 6 6 6 6 6 6 6 6 6 6,6 4 6 6 6 6 6 3 6 5 6 6 5 6,6 6 6 6 6 6 6 8 6 6 6 6 6 6,4 5 5 5 5 5 5 5 5 5 5 5 5 5,2 2 2 2 2 2 2 2 2 2 2 2 2 2,4 1 4 4 6 3 3 1 3 1 3 3 2 2,2 2 2 2 0 2 0 0 0 2 2 2 2 2,0 1 0 0 1 1 2 3 2 3 3 3 3 0,0 0 0 0 0 0 0 0 1 1 2 2 2 3,FD844F1AA410C4B4,Remote,Remote,Amber,Far Seeker,Cosmic Marvel Dice,Scratch,Spinel,4 4 4 4 5 5 5 5 5 5 5 5 5 5,5 5 5 5 3 5 5 4 4 4 5 2 5 5,5 5 5 5 5 5 5 5 5 5 5 5 5 5,4 5 5 5 5 5 5 5 6 6 6 6 6 6,4 4 4 4 4 4 4 4 4 4 5 5 5 5,7 4 1 1 0 0 2 1 0 1 2 0 0 0,4 1 1 1 1 4 2 6 3 4 3 5 0 5,0 0 0 0 2 3 4 5 7 8 11 12 12 12,0 0 0 0 0 0 0 0 0 0 0 0 0 0,AAFC16269EA365D4,Remote,Remote,Sana,Classic,Ancients' Gambit Dice,Spoil,Jade,2 2 2 2 2 2 2 2 2 2 2 2 2 2,6 6 5 6 6 6 6 7 2 1 7 7 6 6,6 6 6 6 6 6 6 7 7 7 7 7 8 8,3 4 4 4 4 4 4 4 4 4 4 4 4 4,5 5 5 5 5 5 5 5 5 5 5 7 6 6,3 3 4 2 1 1 2 0 3 0 3 3 5 5,8 5 2 5 8 0 1 1 1 2 0 2 2 6,0 0 1 1 0 0 1 2 3 3 2 3 3 3,2 2 2 3 3 4 6 8 10 10 10 10 10 10
2020-02-29 07:42:25,FuryFriday,Public,6.75,29.65,Prestige,Lost,19,14,6,5,6,6,4,01599D9DB208B11A,Local,Local,Thane,Classic,Cinderstone Dice,Think,Celestite,5 5 5 6 6 6 6 6 6,5 4 4 5 1 5 2 2 2,5 5 5 5 5 5 6 6 6,4 4 4 4 5 5 5 5 5,3 4 4 4 4 4 4 4 4,5 4 4 3 3 3 7 6 6,1 0 0 1 1 4 3 4 4,0 1 1 3 5 4 6 0 0,0 0 1 1 1 1 1 3 3,,Remote,AI,Yordana,Classic,Classic Dice,Think,Amethyst,2 3 3 3 3 3 3 3 3,3 5 3 5 4 5 4 5 5,5 5 5 5 5 5 5 5 5,5 5 5 5 5 5 5 5 5,5 5 5 5 5 5 6 6 6,5 1 0 0 1 1 3 0 0,3 3 4 5 5 6 5 6 6,0 0 0 0 0 0 1 0 0,1 1 1 1 1 1 1 1 1,4BA69CB993BC8B55,Remote,Remote,Scarlet,Classic,Poison Envy Dice,Think,Amethyst,4 4 4 5 5 5 5 5 5,4 4 7 3 5 4 4 4 4,5 5 7 5 5 5 5 5 5,5 6 6 6 6 7 7 7 7,3 3 3 4 4 4 4 4 4,5 6 2 1 0 0 2 2 2,0 2 0 1 0 1 3 2 2,0 1 1 3 3 6 6 7 7,0 0 0 0 0 0 0 0 0,134A3538598722DB,Remote,Remote,Oxana,Classic,Poison Envy Dice,Ruin,Firestone,5 5 5 5 5 5 5 5 5,5 3 3 3 5 5 5 4 4,5 5 5 5 5 5 5 5 5,4 4 4 4 4 4 5 5 5,2 2 2 2 2 2 2 2 2,4 1 4 5 5 6 7 1 1,0 0 0 2 2 2 2 2 2,0 0 0 0 0 0 1 1 1,0 1 1 3 3 4 4 4 4
2020-02-28 22:27:03,FuryFriday,Public,13.25,52.5,BanishKing,Won,20,14,6,5,5,5,5,B83CF0BE255C6F41,Remote,Remote,Elyssia,Classic,Ley Line Dice,Scratch,Spinel,4 4 4 4 5 4 5 6 5 5 5 5 5 5,5 5 5 6 5 7 4 2 3 7 7 7 7 7,5 5 5 7 6 7 7 6 6 8 7 7 7 7,5 6 6 6 6 6 6 6 6 6 7 7 7 7,3 3 3 3 3 3 3 3 4 3 3 3 3 3,5 0 2 2 2 3 5 4 6 0 1 0 2 0,2 3 3 3 1 3 3 0 0 7 2 3 1 1,0 1 1 2 2 2 3 6 6 4 3 3 4 4,0 0 0 0 0 0 0 0 2 2 3 4 5 4,72FDE98B6FED78AC,Remote,Remote,River,Wildlands,Heart's Fire Dice,Scratch,Celestite,5 5 5 5 5 6 6 7 6 6 7 7 7 7,5 5 4 5 4 3 5 5 5 3 2 6 3 3,5 5 5 5 5 5 5 5 6 6 6 6 6 6,4 4 4 4 4 4 4 3 4 4 4 4 4 4,3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 1 2 2 3 5 6 9 10 8 11 13 14 16,3 3 3 2 2 3 4 3 3 3 3 6 6 3,0 1 1 1 1 2 2 2 3 4 5 4 4 4,0 1 1 1 1 3 4 4 5 5 7 8 8 8,01599D9DB208B11A,Local,Local,Ghor,The Mighty,Star Teller Dice,Think,Taaffeite,3 3 3 3 3 3 3 3 3 3 3 3 3 3,6 6 6 7 7 7 7 7 6 6 8 8 8 7,6 6 7 7 7 7 7 7 7 7 10 8 8 8,4 4 4 4 4 5 5 5 5 5 5 5 5 5,5 5 6 5 6 6 5 6 5 5 5 5 6 5,3 9 10 10 7 7 9 9 11 10 13 13 10 10,2 2 2 6 3 5 3 4 2 5 3 1 1 4,0 0 1 1 1 2 2 2 3 3 3 2 2 3,0 0 0 1 1 1 2 2 3 0 0 0 0 0,BED87C317E51AAB5,Remote,Remote,Sylas,Classic,Peach Bleed Dice,Resist,Serendibite,5 6 6 6 6 6 7 7 8 9 7 7 7 7,5 5 5 5 4 5 5 5 5 5 4 6 4 4,5 5 5 5 5 5 5 5 5 5 5 6 6 6,3 3 3 3 4 4 4 4 3 3 4 4 4 4,3 3 5 3 3 3 3 5 3 3 3 3 3 3,2 1 1 2 4 4 5 5 5 1 4 3 2 2,2 3 0 3 3 1 1 0 0 1 1 2 0 3,0 1 1 1 2 2 4 4 5 5 5 7 5 5,0 0 0 0 0 0 0 0 1 1 3 3 3 3
